,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2013-04-28,9.864,12.161,1.718,5.955,2.529,9.846,24.392,8.222,14.604,13.405,1.354,6.126,4.48,9.431,0.614,4.144,10.722,6.053,4.264,18.894,6.463,15.443,16.192,4.848,9.27,7.243,4.552,3.873,9.155,9.897,0.943,8.896,10.931,9.29,3.349,0.0,7.167,8.003,20.057,5.279,12.212,2.435,11.818,17.593,10.741,6.296,11.904,34.162,37.085,15.347
2013-04-29,7.571,13.008,1.662,5.922,2.734,10.493,19.449,9.507,13.772,15.746,1.185,6.18,4.564,11.831,0.656,4.646,12.456,6.998,7.808,16.985,4.288,18.376,12.234,5.158,7.087,10.586,4.548,3.676,8.607,20.321,0.958,8.416,8.86,13.248,2.785,0.0,13.874,12.736,19.817,4.257,6.845,3.12,21.461,17.389,16.926,6.641,7.136,32.208,28.739,12.488
2013-04-30,8.64,13.013,1.685,5.267,2.594,9.129,22.712,9.629,16.069,13.439,1.213,5.905,5.325,9.176,0.635,4.938,12.072,6.218,5.982,19.078,4.857,15.25,9.786,4.667,7.149,9.024,4.739,5.702,20.737,31.161,0.935,6.487,6.093,9.074,2.664,0.0,8.902,8.016,17.42,6.307,10.018,2.716,6.951,19.76,9.693,6.175,15.505,31.921,17.963,17.588
2013-05-01,8.069,13.212,1.679,5.971,2.502,19.839,14.85,8.555,24.763,15.114,1.306,5.92,6.208,14.745,2.914,4.978,10.665,3.642,4.59,21.02,5.339,16.074,9.503,4.212,7.559,6.98,5.784,5.728,8.491,15.447,1.512,6.111,6.432,17.273,2.658,0.0,8.114,5.831,15.234,5.037,8.531,2.754,10.232,19.171,12.202,5.245,8.735,36.67,25.762,17.836
2013-05-02,9.343,12.817,1.702,5.745,3.174,10.618,21.049,7.777,25.367,20.467,1.237,5.867,5.402,8.902,2.025,5.493,14.077,3.143,5.498,20.542,4.999,13.49,14.142,5.178,7.572,8.884,5.519,2.909,7.572,19.599,11.325,6.565,5.805,9.934,2.991,0.0,6.12,7.078,16.156,5.242,8.559,2.783,7.381,16.497,12.064,3.097,4.325,31.951,26.766,16.954
2013-05-03,8.109,13.089,1.815,5.917,4.028,10.872,19.061,7.753,28.062,14.794,1.3,6.052,5.352,9.729,0.155,5.407,15.039,3.175,5.181,21.734,4.625,15.138,13.414,3.991,12.698,8.652,5.519,4.921,9.489,19.51,5.306,6.161,7.992,14.041,2.648,0.747,7.769,9.295,17.696,4.995,6.362,3.377,6.741,16.794,11.017,3.656,7.236,32.316,19.542,19.562
2013-05-04,9.351,11.929,1.836,6.76,2.661,8.335,19.93,7.681,26.004,19.291,1.332,7.593,4.956,9.476,0.156,6.066,11.289,3.535,4.505,18.063,4.325,16.851,8.717,4.665,14.581,8.845,5.864,2.804,10.631,12.179,5.766,7.928,6.598,12.286,3.456,0.0,7.327,13.865,19.771,5.206,7.786,2.979,10.546,21.847,10.578,5.671,4.722,29.218,18.474,13.608
2013-05-05,8.826,12.834,1.606,6.096,2.16,10.07,24.152,7.289,28.499,15.499,1.47,6.729,5.604,15.919,0.152,4.246,8.604,3.345,4.807,19.094,5.548,13.699,9.704,3.64,10.728,8.465,5.602,2.965,7.399,11.598,5.075,4.741,9.592,15.996,2.588,0.0,6.028,8.302,21.232,5.414,10.232,2.901,8.178,17.282,9.622,5.528,10.031,26.128,16.609,13.275
2013-05-06,7.418,13.488,1.89,5.626,2.091,8.273,21.759,8.154,18.757,13.286,1.413,6.672,6.729,11.278,0.458,7.222,6.929,3.365,6.155,16.319,5.258,10.238,9.803,3.396,7.571,10.976,5.486,3.101,6.252,28.179,7.29,6.676,7.638,10.762,3.204,0.0,14.429,3.465,18.761,5.138,9.589,2.626,18.99,19.655,14.823,6.386,8.937,36.919,25.641,16.429
2013-05-07,7.607,14.136,1.797,11.777,2.404,9.014,21.597,3.597,24.422,13.014,1.306,5.525,4.694,7.084,0.36,4.018,6.17,3.169,3.558,16.874,4.789,10.837,7.365,4.696,8.987,12.428,4.648,5.435,16.489,17.445,5.954,6.282,6.519,10.024,2.72,0.0,8.769,3.224,25.976,5.696,7.478,3.138,9.067,18.046,11.42,6.717,6.463,26.036,20.759,15.24
2013-05-08,8.576,11.713,1.643,4.308,2.529,16.042,18.252,3.501,26.373,17.981,1.269,5.83,5.273,12.362,0.156,5.228,8.087,2.952,6.221,20.006,5.366,17.119,7.93,4.097,25.22,8.601,6.285,2.454,13.589,16.982,7.806,8.207,6.138,19.726,2.548,0.0,6.567,3.221,19.106,6.706,8.057,2.933,11.642,15.99,15.228,6.522,8.191,28.939,16.414,19.616
2013-05-09,8.391,11.577,1.78,7.089,2.258,8.02,22.617,3.684,28.699,14.58,1.202,5.738,6.659,8.039,0.155,4.007,9.848,2.974,4.477,26.905,5.94,15.115,10.131,2.559,12.692,7.724,5.517,2.949,5.807,20.276,5.692,6.753,9.674,19.36,2.845,0.0,7.438,3.229,19.26,5.328,7.349,2.124,11.364,18.678,10.305,6.723,8.768,31.977,18.49,13.623
2013-05-10,12.304,12.333,2.147,7.773,2.215,10.015,18.486,3.762,23.455,14.774,1.249,5.785,5.547,8.476,0.154,5.407,8.593,3.167,3.868,27.87,6.181,14.378,6.917,5.175,7.244,9.592,6.371,2.868,5.699,18.6,6.542,5.586,6.004,12.207,2.669,0.0,6.182,3.253,17.45,4.739,11.628,2.694,12.03,21.202,10.281,6.963,7.867,34.87,14.607,17.021
2013-05-11,10.111,12.954,1.662,8.839,2.077,9.415,25.032,5.911,23.749,15.97,1.272,7.326,4.122,8.7,0.153,8.144,9.806,3.221,4.923,21.155,5.111,13.77,9.112,4.264,7.256,9.256,6.184,3.135,10.595,14.622,5.932,6.802,6.726,14.511,3.234,0.954,6.958,3.265,17.702,4.914,7.01,2.644,7.096,16.136,11.017,5.339,11.181,27.46,15.606,13.398
2013-05-12,12.405,13.886,1.902,6.021,4.123,7.763,27.123,10.32,22.363,13.621,1.31,6.928,2.72,8.275,0.153,4.765,9.649,3.135,4.709,20.249,5.31,9.193,9.875,4.49,8.971,8.002,6.594,3.462,12.982,10.154,8.195,4.692,6.277,16.847,3.026,0.0,5.974,3.271,20.994,4.97,9.41,3.426,12.569,19.346,9.874,6.289,6.083,35.665,25.415,17.65
2013-05-13,8.24,13.921,1.774,5.301,2.958,8.809,20.207,8.489,19.246,18.883,1.307,6.847,5.409,8.372,0.157,6.315,8.424,5.868,7.738,15.773,5.0,8.797,0.265,5.252,7.185,9.503,5.581,2.955,10.068,21.306,5.613,6.892,6.699,12.122,3.339,0.0,15.656,9.434,21.964,4.242,7.723,4.062,16.081,18.746,21.781,6.695,9.37,33.69,30.13,13.644
2013-05-14,9.752,13.727,1.741,4.339,2.556,8.893,27.91,7.246,19.42,16.143,1.405,6.866,5.706,13.39,0.154,4.299,15.876,6.714,5.723,18.017,6.319,8.752,11.637,5.034,7.17,8.98,6.14,6.029,5.192,26.177,5.304,8.936,9.101,13.293,2.8,0.0,7.253,7.021,22.269,6.164,12.427,3.719,6.924,16.51,12.884,6.653,5.473,32.672,31.312,18.841
2013-05-15,8.34,12.473,1.832,5.7,3.519,15.834,18.71,7.779,25.153,14.643,1.368,6.797,6.5,13.446,0.153,5.291,10.404,7.652,7.079,21.674,4.871,11.237,9.564,4.533,8.878,6.528,6.301,2.848,4.007,14.135,6.913,5.51,6.649,18.507,2.554,0.0,6.613,6.331,18.016,6.516,6.323,3.541,12.222,16.36,10.789,6.672,5.613,38.503,22.176,17.176
2013-05-16,9.214,12.404,1.763,5.177,2.238,11.201,20.484,6.375,27.652,19.13,1.476,6.748,6.802,9.021,0.152,6.096,10.032,6.989,5.058,22.09,5.392,5.391,13.174,4.104,11.93,5.147,6.375,3.152,3.979,17.272,7.949,7.917,5.848,12.81,2.47,0.0,7.83,7.55,15.384,5.707,10.606,3.534,8.532,19.663,10.433,6.069,5.776,28.154,18.795,17.242
2013-05-17,9.638,13.543,1.761,6.188,2.963,8.965,18.437,7.004,22.234,14.181,1.377,6.911,5.252,8.151,0.152,5.723,10.274,6.631,5.994,20.217,4.994,6.196,8.485,4.589,9.825,6.131,7.031,2.819,4.315,15.847,5.425,8.553,9.577,11.15,2.733,0.0,7.616,10.859,20.642,6.059,8.496,3.056,13.557,15.643,10.576,5.262,8.049,39.853,32.947,13.326
2013-05-18,9.714,12.545,1.846,5.369,3.363,10.604,17.348,7.464,22.357,12.243,1.517,7.533,5.944,9.433,0.154,6.09,8.377,6.412,5.417,20.525,4.443,8.917,9.444,4.629,8.444,5.584,5.407,3.643,4.711,16.969,7.673,5.612,6.458,11.373,2.847,0.006,5.866,13.942,19.549,6.066,8.758,2.667,12.279,19.723,15.792,5.394,3.341,31.251,39.822,17.63
2013-05-19,10.747,11.762,1.921,11.436,2.449,9.281,22.72,7.484,22.024,17.316,1.334,6.954,4.921,9.304,0.153,8.895,8.966,6.776,4.569,21.397,5.042,5.248,10.407,4.65,7.896,6.561,6.361,3.112,3.968,23.951,5.61,5.495,5.834,12.799,2.749,0.0,6.906,3.272,21.48,6.366,11.626,2.424,18.799,18.05,13.359,6.366,10.911,35.656,29.148,10.808
2013-05-20,9.356,12.441,1.955,5.689,2.355,8.836,17.42,10.115,19.623,11.76,1.378,8.049,6.459,17.967,0.154,7.307,8.207,7.168,8.836,10.617,5.836,5.303,10.632,4.345,7.133,11.067,6.419,2.985,3.917,26.682,6.381,4.433,6.629,9.804,2.776,0.017,11.255,7.582,21.814,5.436,10.731,2.704,18.954,17.95,12.855,5.732,5.904,34.537,13.894,14.878
2013-05-21,10.899,12.611,1.646,3.753,2.413,4.677,20.501,8.902,20.363,14.259,1.315,7.525,5.939,7.296,0.324,5.681,10.289,7.962,5.318,12.537,5.595,5.241,12.118,5.369,8.218,13.209,5.036,3.022,3.847,18.248,5.304,6.084,6.5,12.069,2.73,0.0,5.161,8.325,23.209,6.175,10.129,2.371,12.663,22.358,14.302,5.478,7.884,36.547,27.269,13.763
2013-05-22,10.492,13.453,1.705,5.092,2.446,9.932,17.644,5.695,27.264,15.648,1.246,6.505,6.202,9.182,0.643,7.041,9.162,5.36,7.536,10.364,4.752,5.88,7.891,3.687,20.371,7.928,4.772,3.139,3.757,15.542,8.072,5.226,6.335,22.836,2.451,0.797,6.683,5.536,20.379,4.031,9.636,2.411,11.062,19.003,10.487,4.704,10.101,31.114,20.41,10.008
2013-05-23,9.423,16.513,1.853,5.24,2.238,9.189,17.291,5.278,26.468,23.3,1.377,5.307,6.017,8.158,0.641,8.495,8.129,3.613,5.202,14.722,5.124,3.38,8.661,2.558,13.622,7.91,4.84,2.726,4.194,24.521,5.907,7.704,6.817,15.53,2.402,0.0,8.826,4.518,24.176,6.056,11.048,2.207,9.331,18.404,9.535,2.855,4.754,29.463,20.297,10.19
2013-05-24,10.342,13.941,1.788,5.895,3.356,8.421,20.608,7.575,20.942,13.986,1.327,6.116,4.843,9.911,0.639,3.463,7.704,3.174,5.317,10.132,4.991,3.452,8.443,4.197,9.596,8.782,4.822,2.909,3.975,21.666,5.626,7.754,7.328,11.137,2.983,0.0,9.281,10.972,21.482,5.227,9.081,2.48,10.764,20.245,10.709,3.367,5.44,36.922,29.291,22.091
2013-05-25,9.509,11.799,1.657,5.324,2.413,10.911,23.67,7.142,24.699,12.143,1.203,6.725,6.598,12.711,0.376,5.776,8.666,3.242,4.321,16.227,5.197,3.461,11.545,4.446,8.723,7.805,5.01,4.236,4.034,13.709,6.775,8.222,6.779,11.255,3.125,0.042,8.035,10.239,16.722,5.023,14.945,2.527,15.235,18.344,8.933,6.084,5.878,26.324,28.584,7.718
2013-05-26,11.917,11.853,1.706,5.017,2.485,9.831,20.227,6.345,21.429,14.77,1.29,6.116,5.009,14.384,0.163,4.377,11.656,3.133,4.309,10.851,5.414,3.35,8.673,4.688,9.72,8.936,4.883,2.284,3.863,17.731,6.705,5.73,6.754,13.689,2.622,0.0,6.24,5.837,17.053,5.0,11.092,2.488,12.675,13.955,11.608,5.496,5.614,35.384,21.54,15.994
2013-05-27,11.161,11.391,1.966,6.436,2.971,6.264,21.197,8.315,20.521,11.886,1.268,6.764,4.999,9.49,0.155,6.565,7.811,5.587,5.019,10.84,4.477,3.37,3.48,5.214,7.155,8.934,4.776,2.872,3.918,23.138,6.653,7.119,5.415,12.021,2.729,0.0,8.413,11.095,16.763,4.781,10.216,2.574,10.242,18.407,6.095,6.02,26.496,29.477,19.97,17.241
2013-05-28,12.182,13.027,1.887,5.737,2.621,8.519,17.791,8.139,20.704,6.918,1.301,6.061,4.924,9.489,0.157,6.027,10.759,6.67,5.462,10.948,5.449,3.403,3.558,3.998,9.237,12.815,5.032,2.938,4.411,22.458,5.593,7.983,7.048,13.015,2.683,0.0,7.807,7.008,18.886,5.814,9.245,2.692,7.474,17.684,11.583,6.135,18.632,36.074,33.03,12.465
2013-05-29,11.099,13.286,1.864,6.361,2.161,15.972,18.75,6.22,20.974,4.56,1.37,6.121,6.775,9.761,0.156,5.288,9.855,4.187,5.516,10.548,5.384,4.363,3.394,4.658,17.963,13.621,5.246,2.556,4.386,16.564,7.612,5.988,5.909,15.521,3.174,0.0,7.25,5.818,19.459,6.086,11.234,2.427,7.995,16.382,9.609,6.111,17.408,38.238,17.246,12.702
2013-05-30,11.431,12.115,1.814,5.228,2.412,9.219,20.073,7.428,26.261,8.093,1.353,5.97,4.948,8.05,0.156,16.833,8.271,3.695,4.694,11.441,5.083,4.776,5.319,4.107,15.84,11.95,6.072,2.714,4.546,14.244,5.846,5.603,5.682,9.852,2.582,0.692,8.043,6.73,20.082,4.049,9.541,2.682,8.308,19.911,13.473,5.999,13.487,30.786,20.293,10.545
2013-05-31,10.098,13.664,1.835,6.7,2.353,7.347,18.337,5.881,22.115,7.682,1.244,6.476,5.696,7.318,0.155,5.884,9.618,3.853,4.597,11.242,4.552,4.715,3.732,4.268,15.553,10.581,6.423,2.849,4.771,7.098,6.313,6.672,7.403,10.016,2.809,0.0,10.674,10.01,18.652,4.823,12.687,2.843,7.662,16.696,12.438,4.514,9.576,35.039,14.408,15.708
2013-06-01,12.555,12.446,1.742,6.195,2.57,7.099,23.99,7.051,22.963,14.861,1.218,7.074,4.498,9.808,0.145,6.69,11.076,3.865,7.943,12.584,5.294,4.385,5.081,4.953,11.287,10.928,7.072,2.78,4.85,7.171,6.892,5.224,6.455,14.681,2.982,0.0,7.669,9.19,17.623,6.609,6.907,3.265,11.103,16.91,7.458,6.009,9.503,30.621,28.045,10.044
2013-06-02,12.082,11.256,2.708,6.378,1.972,8.325,23.96,6.024,19.916,12.588,1.181,6.483,4.921,11.042,0.151,6.162,11.782,6.147,4.786,25.258,5.954,4.178,8.31,4.309,8.244,11.229,7.161,2.779,4.996,7.136,5.616,5.423,6.714,26.691,2.959,0.0,7.27,5.453,18.113,4.577,4.03,2.946,9.106,17.405,16.242,4.693,4.083,38.55,19.368,12.172
2013-06-03,10.694,13.069,4.876,5.511,2.617,8.512,26.105,10.06,23.412,15.966,1.008,6.349,5.234,11.42,0.153,6.644,10.644,6.542,5.901,10.642,4.697,3.897,10.656,2.252,7.33,17.372,6.978,2.941,4.488,7.083,7.917,5.09,6.706,8.81,3.382,0.0,16.654,14.323,18.215,4.75,5.798,2.705,16.268,16.193,12.035,5.953,8.872,37.799,25.794,11.938
2013-06-04,11.065,13.434,3.305,5.659,2.406,6.687,22.82,8.7,20.679,9.108,0.949,6.67,4.564,8.659,0.153,7.116,8.018,6.389,3.578,10.893,6.233,3.591,11.006,1.212,8.586,12.179,6.638,2.946,4.228,25.829,5.844,8.544,8.045,18.719,2.731,0.0,10.573,6.615,17.796,5.039,12.238,2.521,9.401,16.443,11.131,6.008,3.673,43.3,15.726,10.758
2013-06-05,9.62,14.372,2.792,6.024,2.389,16.587,22.988,7.296,30.486,15.624,0.94,6.27,6.518,9.292,0.155,13.657,8.813,6.213,6.014,10.715,5.873,3.447,8.339,4.765,17.934,9.988,6.225,2.734,4.156,13.185,6.122,5.918,6.183,7.245,2.957,0.0,11.795,7.325,14.37,4.973,11.536,2.972,9.981,17.437,8.684,3.841,5.994,31.286,13.886,10.001
2013-06-06,9.343,15.547,1.762,5.693,2.745,8.617,26.481,8.515,28.044,14.07,1.017,5.95,6.074,8.365,0.155,5.624,8.612,6.602,5.045,21.74,5.192,3.363,3.796,4.147,13.186,7.756,5.925,3.758,4.13,21.918,7.237,6.658,6.224,6.311,2.564,0.0,7.369,7.017,15.655,6.941,8.025,3.132,13.383,18.483,7.962,2.747,8.42,33.437,22.146,15.71
2013-06-07,11.9,12.77,1.753,5.743,2.921,11.48,23.678,7.425,26.857,18.164,1.017,5.933,4.738,7.887,0.154,5.126,9.582,6.079,5.169,29.315,5.25,3.616,4.61,4.022,11.611,9.343,6.142,2.844,4.344,8.085,5.421,8.405,6.669,6.486,2.717,0.771,8.244,12.15,16.718,5.592,7.403,2.298,11.119,16.612,9.189,4.335,3.478,31.956,28.248,14.798
2013-06-08,9.598,13.555,1.916,5.769,2.688,7.878,12.746,7.686,25.391,15.416,0.97,6.428,5.507,15.585,0.154,4.642,8.363,6.725,6.327,23.693,4.586,3.471,6.373,4.233,9.02,8.73,5.722,2.868,4.092,5.194,6.122,7.682,6.44,7.018,3.148,0.0,6.915,9.686,14.833,4.897,10.133,2.686,11.961,14.747,9.971,6.02,6.348,37.588,14.575,12.396
2013-06-09,9.234,44.267,1.722,5.641,2.63,9.487,12.276,7.201,26.045,15.283,0.978,5.495,4.83,9.079,0.152,6.246,8.169,6.427,6.214,21.966,4.928,3.4,9.648,4.133,7.996,8.348,5.858,2.752,4.385,4.903,8.033,4.791,8.71,6.544,3.014,0.0,6.739,7.198,15.759,3.304,9.971,3.296,10.247,16.369,9.034,6.108,6.5,36.367,10.542,10.281
2013-06-10,8.24,20.815,1.747,8.153,2.759,7.916,11.813,7.643,23.085,18.992,1.047,5.75,4.522,8.48,0.153,7.63,12.67,7.092,9.715,16.457,4.155,3.504,6.539,4.352,7.175,10.293,5.901,2.035,4.212,5.213,5.294,5.123,4.949,6.729,3.347,0.0,14.855,14.429,20.233,2.734,9.192,3.677,15.708,17.304,13.117,6.257,8.666,31.659,29.593,11.967
2013-06-11,9.321,23.513,1.614,4.827,2.495,6.18,15.182,8.469,24.414,19.718,1.016,5.591,4.408,9.056,0.154,5.161,8.444,6.97,4.57,20.083,5.932,3.472,9.202,5.278,7.181,9.971,5.274,2.352,4.246,4.973,6.375,6.636,8.202,6.261,3.087,0.0,9.016,5.966,21.813,6.605,8.86,2.777,7.309,17.475,10.124,4.136,9.889,35.83,18.564,15.8
2013-06-12,9.375,21.667,1.858,4.762,2.023,11.229,22.105,8.799,27.69,16.882,0.98,5.372,6.613,9.245,0.155,17.066,8.692,6.784,5.818,22.101,5.047,7.238,6.207,4.293,7.252,10.021,7.295,4.139,5.277,5.095,8.596,6.193,5.985,6.421,2.995,0.0,10.332,7.846,18.777,4.852,7.505,3.412,10.747,16.364,6.967,6.389,5.683,33.599,15.4,21.777
2013-06-13,8.629,20.247,1.607,4.923,2.52,10.289,22.308,8.98,23.212,14.312,1.094,5.529,4.53,7.42,0.154,5.354,7.347,5.676,6.684,26.237,5.746,3.433,10.871,3.764,7.22,8.193,5.859,3.844,4.032,4.929,6.431,7.703,6.207,7.039,2.831,0.0,8.179,5.693,16.908,4.819,10.168,2.843,10.994,17.132,11.35,6.007,5.499,35.108,23.016,14.739
2013-06-14,8.761,22.739,1.743,5.303,2.499,3.722,21.424,8.209,19.946,11.434,1.033,5.846,4.048,7.602,0.155,4.818,8.911,4.118,4.073,21.13,6.621,8.113,7.4,3.912,7.263,8.11,5.585,3.546,4.029,4.923,5.282,6.212,5.783,6.475,2.693,0.683,8.939,11.045,20.371,6.518,8.271,2.901,7.071,13.659,11.374,4.757,6.512,36.438,14.632,18.631
2013-06-15,13.881,20.62,1.712,5.184,2.325,3.124,25.233,7.874,21.363,14.099,1.156,6.21,5.954,11.807,0.153,5.87,10.606,3.536,5.007,19.37,5.554,7.065,7.271,4.34,7.293,9.853,5.614,3.726,4.229,5.277,6.565,4.941,8.264,6.865,2.916,0.0,7.279,9.012,18.02,5.501,9.726,2.656,8.851,13.392,8.761,5.266,9.191,32.283,21.394,12.64
2013-06-16,11.62,22.104,1.741,12.446,2.254,3.018,23.888,7.124,22.11,9.366,1.104,5.509,4.432,7.744,0.152,7.238,12.289,3.547,4.655,17.319,4.281,5.952,10.365,3.679,7.26,10.118,5.896,2.79,4.369,5.08,8.281,5.605,7.975,8.533,2.994,0.0,8.418,6.399,20.594,6.121,8.688,2.681,6.84,13.753,9.016,6.688,14.878,39.442,24.709,18.539
2013-06-17,12.253,19.949,1.739,4.553,2.401,2.924,15.914,8.068,22.211,14.551,1.108,5.742,6.545,9.463,0.153,5.764,9.264,5.039,4.669,15.552,4.037,6.065,9.192,4.862,7.202,13.007,5.69,3.755,11.229,5.315,5.361,7.405,6.49,15.855,3.375,0.0,6.873,15.542,20.918,4.493,9.18,2.933,7.659,14.316,12.617,6.355,14.991,27.245,24.962,14.665
2013-06-18,10.138,20.821,1.802,4.788,2.782,4.903,17.702,4.378,24.183,9.324,1.057,5.593,5.2,13.331,0.154,6.646,7.091,7.79,3.673,17.285,5.068,6.089,10.881,4.394,7.236,14.253,6.57,3.033,6.904,5.584,5.545,6.015,5.586,11.799,3.213,0.0,7.205,8.723,24.563,5.506,10.36,2.651,7.7,14.997,8.165,5.974,8.499,35.772,20.469,12.957
2013-06-19,11.27,24.632,1.803,5.861,2.565,8.781,19.246,3.547,19.596,11.696,1.088,5.936,6.889,9.811,0.153,5.83,9.997,7.669,6.197,20.58,4.755,6.084,7.705,4.115,7.545,9.15,6.832,3.816,4.377,5.213,5.619,7.25,5.062,17.012,3.025,0.0,7.382,5.89,21.828,6.482,6.882,2.455,11.82,17.932,9.271,4.806,3.74,26.22,17.855,16.22
2013-06-20,8.717,24.461,1.952,4.993,2.744,6.584,17.047,4.471,27.1,11.883,1.089,5.364,5.053,9.609,0.151,5.012,12.037,4.462,5.251,17.864,5.966,6.127,9.917,3.737,7.667,7.596,6.906,2.593,4.725,5.517,7.3,6.032,5.808,9.734,2.923,0.0,6.689,7.393,23.354,5.053,9.272,2.636,10.322,18.241,12.273,5.74,9.599,36.3,30.825,13.788
2013-06-21,10.748,20.564,1.745,4.971,3.354,8.235,14.581,4.015,16.095,12.889,1.023,5.673,5.379,8.101,0.151,3.806,10.953,3.485,6.293,17.768,4.801,6.183,9.349,4.47,8.033,6.841,6.872,2.092,4.309,5.331,6.12,8.07,7.575,15.179,2.778,0.0,6.498,11.522,19.345,5.908,7.593,2.666,12.411,17.232,8.632,4.161,6.955,38.704,22.571,23.535
2013-06-22,8.182,21.139,1.726,5.922,2.755,8.44,18.764,5.629,19.05,5.732,1.106,7.036,4.511,12.842,0.151,5.822,10.553,3.508,5.117,22.228,4.961,6.308,8.794,3.386,7.386,6.255,6.248,2.828,4.315,5.255,5.468,7.512,7.495,16.391,3.363,0.714,7.218,10.521,18.976,4.658,10.224,2.73,9.756,15.256,8.551,5.632,5.436,37.63,17.94,13.39
2013-06-23,11.157,21.593,1.805,4.764,3.315,8.429,19.995,7.519,20.627,11.961,1.08,5.833,4.987,15.586,0.151,4.891,12.83,3.603,5.437,19.457,5.813,6.194,6.644,4.313,8.289,7.834,6.216,3.286,4.435,5.157,6.643,5.152,5.877,12.982,2.686,0.0,7.01,4.714,23.497,6.377,7.653,2.835,7.239,16.783,8.708,6.538,9.056,37.598,13.737,12.5
2013-06-24,7.651,20.622,1.893,5.235,3.288,9.614,22.817,8.409,20.202,15.229,1.056,5.613,5.083,8.228,0.152,4.168,12.008,4.759,5.475,13.904,4.514,6.187,6.833,4.24,7.292,10.273,6.006,2.958,4.704,5.64,7.204,6.147,6.976,23.064,2.989,0.0,7.402,10.627,21.843,5.266,9.365,3.041,10.216,18.059,15.409,6.432,4.275,35.379,14.386,13.963
2013-06-25,9.596,22.613,1.902,6.013,4.074,8.442,24.252,9.015,16.946,9.494,1.074,5.423,5.458,11.794,0.152,4.771,9.599,7.867,4.728,16.379,6.263,6.326,8.53,5.232,7.441,12.019,6.257,5.161,5.41,5.892,5.197,7.801,7.307,13.073,3.276,0.0,6.657,8.131,26.459,4.844,8.563,2.722,7.879,17.702,12.34,6.336,10.204,32.701,18.124,18.158
2013-06-26,8.857,21.25,1.704,4.01,3.275,8.654,22.072,7.641,18.8,9.745,1.074,5.823,6.12,7.637,0.163,7.397,10.401,6.572,7.493,22.999,6.011,7.537,6.423,4.762,8.075,10.291,6.504,2.587,4.706,5.862,5.418,5.487,6.319,15.465,2.765,0.0,7.854,5.59,21.856,6.057,7.588,2.634,10.674,15.342,11.215,4.938,8.138,33.717,19.734,19.367
2013-06-27,8.69,21.562,2.004,5.408,2.587,6.56,26.175,5.69,25.876,10.341,1.102,5.782,4.615,7.993,0.151,7.917,11.2,7.261,7.115,18.616,5.551,8.821,11.003,4.143,9.091,10.412,6.513,2.773,4.573,5.726,5.978,8.16,7.853,26.199,3.389,0.0,6.428,8.455,21.185,5.07,9.589,2.567,10.046,17.092,9.333,5.594,7.882,31.112,16.415,12.985
2013-06-28,10.441,44.65,2.04,4.74,3.451,8.725,25.078,7.187,20.98,10.565,1.078,5.593,4.951,8.482,0.151,4.944,13.42,7.761,5.523,22.422,5.074,11.018,9.36,4.164,8.242,8.682,6.011,3.41,4.462,25.505,5.218,6.749,6.472,13.978,3.343,0.763,9.7,10.391,21.035,6.363,6.869,2.622,10.623,16.214,7.622,5.042,5.851,35.141,14.214,22.177
2013-06-29,8.911,42.545,1.611,4.206,3.24,7.205,19.365,6.92,21.477,10.783,1.173,5.391,5.49,10.249,0.151,7.013,10.698,7.024,4.82,17.757,5.484,10.082,11.726,4.445,7.412,10.214,6.51,3.09,4.739,21.159,8.151,6.853,6.238,16.593,2.768,0.0,9.027,15.131,16.894,5.097,11.359,2.573,8.872,19.058,8.303,5.622,6.17,29.813,20.576,14.438
2013-06-30,7.594,41.155,1.907,5.35,3.059,6.837,23.755,6.715,21.048,10.115,1.229,6.463,4.974,10.352,0.153,5.128,9.323,7.326,3.916,25.106,5.948,10.279,5.703,4.719,7.342,10.588,5.597,2.598,4.237,22.215,5.698,5.3,6.569,16.625,2.79,0.0,8.709,5.447,17.296,5.666,8.019,2.473,7.946,16.313,9.246,5.478,3.365,28.531,24.031,13.086
2013-07-01,7.806,31.727,1.777,5.093,3.042,9.708,21.184,8.936,15.562,9.794,1.292,7.933,4.862,11.774,0.154,5.109,10.964,3.813,7.194,16.432,4.86,5.144,2.506,4.159,7.24,12.29,6.322,3.159,4.198,25.143,7.583,9.306,7.897,7.642,3.279,0.0,14.88,5.856,19.592,5.73,8.283,2.5,12.935,17.744,15.605,4.981,8.332,26.196,20.246,11.882
2013-07-02,8.958,32.283,1.847,4.259,2.795,8.171,22.868,11.486,16.133,7.559,1.147,5.533,5.386,11.582,0.152,7.201,12.977,3.271,5.518,18.426,5.277,8.675,2.51,4.771,7.236,10.347,5.203,5.31,4.206,26.888,5.699,6.907,6.312,6.88,3.164,0.0,10.003,12.727,19.239,7.218,8.934,2.581,11.18,15.524,11.999,5.694,10.752,28.939,30.829,10.642
