,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2012-10-12,7.098,7.561,0.725,2.866,2.162,4.954,10.588,6.3,13.546,20.539,3.147,3.73,2.959,14.819,2.947,3.295,10.04,4.203,6.153,18.361,7.763,11.658,19.916,3.438,12.708,3.997,3.071,3.109,4.502,11.602,3.527,2.912,3.397,17.183,1.374,0.014,7.611,10.188,15.707,10.699,7.49,2.197,5.379,14.694,10.401,3.701,3.662,24.092,20.379,3.801
2012-10-13,11.087,32.218,1.407,4.79,3.906,10.6,23.1,6.208,26.804,19.841,1.517,4.399,5.175,16.264,5.848,7.474,18.445,7.825,7.33,26.788,11.781,21.522,24.15,4.833,19.492,9.287,5.294,3.292,15.311,18.084,17.67,6.305,19.126,21.765,2.873,0.445,12.417,7.395,13.399,11.301,14.316,3.046,11.212,26.594,19.2,6.575,6.036,37.61,26.929,16.414
2012-10-14,13.223,19.609,1.59,5.447,3.587,10.428,18.865,7.861,26.667,23.914,1.204,4.966,4.27,24.624,5.285,8.988,15.911,8.031,6.184,24.606,11.213,14.564,30.145,2.844,13.826,7.525,5.075,2.473,7.175,23.495,18.413,6.884,15.772,17.048,2.652,0.017,17.118,11.662,16.949,9.929,12.533,3.43,13.483,36.691,16.977,5.944,10.063,44.618,32.001,9.444
2012-10-15,10.257,21.694,1.552,6.703,3.416,11.652,21.753,7.526,21.289,17.679,1.153,5.072,7.288,25.142,5.986,6.512,17.666,6.881,8.763,19.13,11.047,11.032,35.199,5.242,16.011,12.684,5.426,4.715,21.28,25.788,21.753,9.9,16.096,14.574,3.02,0.0,22.6,9.747,22.386,7.936,14.92,3.111,17.303,35.782,24.725,6.737,11.769,36.99,21.531,15.721
2012-10-16,9.769,15.817,1.6,5.056,3.739,3.688,20.695,9.362,24.998,22.879,1.108,5.609,4.056,27.389,5.749,7.207,18.674,8.001,10.81,25.739,13.744,18.789,27.315,5.224,16.989,13.845,5.17,3.769,27.192,37.186,19.146,7.337,17.904,29.464,2.667,0.0,10.795,9.953,22.957,7.5,14.866,3.338,13.991,31.993,17.176,6.625,5.913,35.829,26.581,22.71
2012-10-17,10.885,15.634,1.544,3.663,3.631,3.236,17.107,8.15,30.954,19.746,1.161,5.864,5.22,16.616,5.87,6.997,14.689,8.628,10.551,29.329,10.661,19.384,23.068,5.66,32.375,10.501,6.337,2.818,6.87,24.541,21.856,5.647,17.05,32.333,2.601,0.0,8.518,6.202,20.512,9.753,10.439,3.013,13.286,34.435,28.143,6.179,4.551,37.242,25.458,26.313
2012-10-18,10.751,18.373,1.456,3.863,3.578,2.933,20.735,8.753,25.98,26.747,1.158,6.349,6.237,19.438,5.684,10.775,13.413,6.987,6.35,30.651,11.914,13.272,27.232,2.361,20.028,8.273,4.902,2.348,6.183,19.626,19.008,8.833,15.754,24.593,2.816,0.0,11.888,9.443,22.218,10.903,15.594,3.263,15.659,28.345,23.295,6.831,4.812,34.528,20.159,14.116
2012-10-19,8.431,19.237,1.608,3.935,3.103,3.027,12.384,8.986,25.583,19.003,1.152,5.926,6.472,20.379,5.711,6.261,10.325,7.278,8.231,28.852,10.895,17.909,38.964,6.397,26.764,7.523,5.835,2.32,8.18,27.419,17.137,9.165,17.465,36.298,3.11,0.0,14.057,13.011,28.851,11.924,10.143,3.226,14.256,30.28,18.221,6.675,8.664,36.569,19.619,23.671
2012-10-20,17.578,14.952,1.616,2.612,3.096,3.011,25.405,7.96,30.106,21.339,1.117,7.567,5.352,24.196,6.336,7.26,8.953,7.204,7.862,27.286,12.773,25.934,32.031,4.812,28.19,9.566,6.16,2.733,11.208,16.21,21.091,8.493,19.433,35.754,2.72,0.0,15.091,11.786,17.752,9.758,11.506,3.195,15.735,32.462,19.771,6.948,29.402,43.503,39.33,23.172
2012-10-21,24.49,13.759,1.696,3.208,3.132,3.007,15.111,7.677,22.905,12.528,1.197,7.904,5.563,22.03,5.368,9.397,9.374,7.964,9.029,26.755,12.01,11.417,47.652,4.695,22.081,8.358,6.369,2.638,6.824,21.232,21.734,6.777,16.027,33.772,2.812,0.0,11.189,8.31,18.568,9.25,10.981,4.814,15.479,28.276,13.233,5.113,9.807,43.247,35.743,20.718
2012-10-22,18.885,10.579,1.612,5.173,3.852,2.959,12.632,9.913,26.226,17.357,1.168,5.612,4.72,27.21,6.158,7.337,10.078,6.191,11.077,19.35,10.696,18.135,32.157,6.134,17.68,12.113,6.316,2.707,17.069,26.206,21.866,8.236,16.521,21.555,2.914,0.0,14.92,14.652,21.508,7.566,11.826,9.474,17.807,21.642,20.67,6.115,22.991,37.775,37.394,18.242
2012-10-23,10.485,11.323,1.52,3.164,3.099,6.612,13.777,9.483,29.869,23.475,1.158,5.537,4.107,22.468,5.474,7.1,8.16,7.031,7.672,23.962,11.829,27.678,41.844,4.567,18.344,12.542,5.686,3.166,28.085,9.73,20.54,10.253,16.022,29.518,2.848,0.003,11.531,15.328,26.893,9.645,10.946,9.502,15.101,29.969,18.074,6.886,24.405,44.506,32.655,23.393
2012-10-24,15.537,11.599,1.676,3.89,4.098,8.948,12.541,7.14,26.839,14.557,1.139,5.392,7.128,21.894,6.105,10.515,11.664,5.643,11.131,29.336,11.165,25.831,29.383,4.601,16.532,10.586,6.239,3.353,7.827,8.336,28.721,9.719,17.441,33.255,2.745,0.0,10.091,9.022,24.559,9.471,10.004,3.045,12.511,33.281,14.233,6.354,8.585,53.127,31.323,14.224
2012-10-25,13.128,15.762,1.441,4.07,3.023,7.891,15.755,8.42,26.643,26.604,1.15,5.803,5.527,16.537,6.141,9.133,8.033,6.863,9.254,32.705,16.396,8.427,35.1,4.605,9.862,8.906,4.814,4.1,6.568,8.524,18.956,7.872,52.614,39.001,2.109,0.0,9.172,6.61,20.505,9.129,11.225,3.168,14.252,24.558,18.803,6.431,6.056,52.786,47.356,13.717
2012-10-26,15.065,12.884,1.601,0.032,3.08,8.994,10.65,8.485,20.047,17.395,1.14,5.653,5.703,8.134,5.767,9.514,9.488,5.609,9.158,34.19,14.189,10.65,38.889,5.063,6.995,9.668,5.909,4.344,12.288,8.223,15.406,6.523,51.034,18.827,2.393,0.664,9.293,13.035,24.962,8.813,11.167,4.625,14.602,19.969,15.187,5.359,7.737,47.546,19.593,19.008
2012-10-27,16.886,48.174,1.507,3.755,2.881,9.433,17.542,8.438,24.063,17.799,1.123,7.49,6.342,11.039,6.074,4.655,9.575,8.312,7.299,25.246,13.762,10.747,24.341,5.003,6.742,8.241,5.278,2.871,7.917,7.532,9.435,6.246,45.346,16.897,2.374,0.0,18.513,12.048,23.971,10.321,11.353,3.306,16.29,26.223,11.286,7.539,10.657,48.825,8.851,10.609
2012-10-28,19.629,42.511,1.409,3.005,2.703,8.268,22.441,7.129,21.179,21.181,1.16,7.056,5.78,6.712,5.304,3.367,10.972,5.014,8.919,24.483,16.435,5.893,3.356,4.572,6.673,11.616,5.815,4.03,15.032,7.546,8.0,7.142,47.342,30.854,2.901,0.082,17.306,13.469,24.051,9.694,13.734,3.877,13.334,30.81,33.104,6.925,9.261,52.672,6.795,24.392
2012-10-29,12.779,24.487,1.52,4.546,2.701,10.058,26.459,8.823,27.18,21.815,1.178,5.579,6.934,6.538,5.865,3.427,16.166,2.855,7.997,18.96,23.402,5.679,6.611,2.05,6.467,10.601,6.308,3.601,20.832,8.132,8.136,7.958,42.403,28.21,2.56,0.026,18.34,13.768,28.461,7.525,9.727,3.433,17.205,21.208,27.459,8.435,5.671,47.391,6.823,17.292
2012-10-30,13.961,20.936,1.313,4.591,2.464,6.335,13.042,9.216,22.892,17.052,1.209,5.513,5.624,9.461,5.2,3.501,9.369,2.876,5.069,18.356,21.175,5.973,6.337,0.474,6.503,8.644,4.614,7.494,45.625,7.708,7.775,11.17,38.809,18.317,1.725,0.566,27.463,4.237,28.63,7.67,13.91,3.712,10.086,14.158,16.184,6.903,5.673,30.676,7.279,15.65
2012-10-31,17.822,23.201,1.473,3.511,2.937,7.846,16.899,8.877,27.908,17.824,1.137,5.235,6.103,6.394,5.413,3.534,9.055,2.897,8.24,17.793,11.473,5.81,7.129,0.479,6.797,5.499,5.177,3.763,36.081,7.214,7.568,6.828,42.976,23.11,2.773,0.059,17.258,4.429,26.557,6.657,16.305,3.553,19.684,12.962,15.791,5.101,5.649,40.578,35.532,17.486
2012-11-01,12.209,19.149,1.297,4.11,2.632,10.937,21.327,9.632,26.976,15.568,1.181,5.572,5.029,6.392,5.955,3.421,10.964,2.908,11.213,18.102,11.598,5.799,21.369,4.013,6.693,9.393,5.707,3.827,18.9,7.552,6.939,6.665,42.408,20.309,2.209,0.0,10.769,11.161,26.3,8.847,11.155,2.993,23.072,16.179,19.657,6.203,5.583,43.846,38.721,18.195
2012-11-02,14.554,22.383,1.297,2.649,3.414,8.242,15.273,8.57,24.667,20.715,2.884,5.203,4.754,6.384,5.357,3.516,8.347,2.897,8.548,18.17,11.142,5.839,33.896,4.489,6.799,11.748,7.055,4.876,36.714,7.673,7.453,6.236,41.203,27.392,2.325,0.0,11.5,14.681,27.316,12.348,9.546,3.295,14.186,18.056,21.206,6.784,5.579,46.785,39.388,16.77
2012-11-03,14.347,22.386,1.364,2.386,3.257,9.434,14.121,8.153,28.817,19.539,1.238,7.632,6.546,6.504,6.383,6.066,8.474,6.715,9.765,18.818,11.414,11.929,32.767,4.976,6.62,8.066,6.511,7.335,19.149,8.227,13.002,8.027,43.827,23.572,2.571,0.0,11.94,11.599,22.791,8.611,10.423,3.875,18.753,21.141,14.004,7.2,5.488,39.123,33.348,20.218
2012-11-04,14.507,23.614,1.521,3.023,2.962,9.654,12.206,7.867,28.356,16.78,1.224,5.948,5.301,7.18,6.089,6.659,10.748,7.539,10.331,24.314,11.142,13.844,32.797,4.892,6.444,10.234,5.828,5.21,22.776,9.281,28.354,6.895,43.236,24.312,2.473,0.0,9.598,7.302,22.883,8.2,10.489,3.19,12.823,17.459,16.064,5.478,5.566,29.443,36.682,20.516
2012-11-05,15.095,22.594,1.505,3.943,4.577,6.47,12.444,10.429,25.574,22.265,1.173,5.374,6.853,6.661,7.268,9.999,14.781,6.593,9.598,32.578,11.817,22.45,35.806,5.328,6.502,9.216,6.632,9.389,13.757,36.066,15.922,6.341,41.117,23.992,2.821,0.032,21.343,4.815,24.629,7.551,11.826,3.211,15.699,19.635,15.413,2.911,5.638,43.533,34.741,12.549
2012-11-06,11.663,22.88,1.497,4.146,3.069,10.355,13.579,10.404,25.663,14.194,1.049,6.966,6.32,6.588,5.78,8.36,7.875,6.594,14.949,27.095,11.201,21.654,36.755,4.885,6.685,8.962,6.382,7.247,18.245,36.779,13.961,7.596,51.533,15.089,2.654,0.018,9.158,12.253,24.836,11.644,11.347,2.929,16.504,25.447,15.55,4.848,9.086,37.946,40.707,20.224
2012-11-07,13.137,22.911,1.557,3.99,2.942,11.597,17.27,8.679,28.406,16.759,0.979,7.939,6.055,6.327,5.813,5.635,11.055,8.652,7.643,22.197,11.498,20.954,26.922,4.416,6.653,7.159,6.51,4.701,26.517,25.765,16.251,8.829,44.283,27.395,2.749,0.0,15.145,7.074,25.551,11.477,10.418,2.788,12.537,27.474,23.119,6.318,12.836,45.057,26.178,16.361
2012-11-08,0.186,22.064,1.584,3.519,3.169,10.585,15.853,8.115,25.253,28.342,1.007,7.855,6.703,6.601,5.264,6.863,10.776,7.395,9.255,23.856,11.87,27.342,25.398,4.729,10.348,6.43,7.513,3.166,20.079,26.889,14.243,6.042,42.398,28.848,2.583,0.717,8.37,9.228,25.459,7.813,12.742,3.406,14.049,25.476,19.796,5.761,17.747,42.557,37.313,13.255
2012-11-09,16.722,22.16,1.671,3.491,2.814,8.89,11.115,9.234,24.315,16.694,1.101,7.67,5.656,11.619,5.448,8.071,15.515,7.928,8.263,19.151,11.487,25.471,28.373,4.776,10.21,5.556,6.321,4.416,21.253,34.228,13.064,8.634,43.507,27.031,2.607,0.0,10.062,12.581,22.075,6.127,11.784,3.209,10.573,31.254,22.776,6.449,16.35,36.401,33.958,22.286
2012-11-10,13.245,21.659,1.498,4.967,3.137,10.399,12.52,9.081,24.851,21.106,1.066,8.659,7.126,7.023,6.969,8.738,17.494,8.911,10.553,18.791,13.962,24.457,32.534,4.951,7.755,5.42,5.565,3.004,22.539,21.853,19.517,7.71,43.059,38.83,2.311,0.0,6.356,9.181,24.183,6.847,10.719,3.367,13.891,28.026,16.605,6.169,11.052,37.107,28.71,16.156
2012-11-11,10.699,20.808,1.612,3.797,2.906,11.931,15.714,7.242,28.266,21.012,1.059,7.135,4.885,11.355,5.56,6.216,12.754,8.613,7.179,19.331,23.753,16.615,31.352,4.951,6.299,5.64,5.176,2.22,13.514,27.053,17.73,6.584,41.591,26.408,2.801,0.001,17.046,6.56,21.232,7.074,10.201,3.458,11.121,24.386,12.092,6.155,14.023,45.693,39.772,10.734
2012-11-12,12.321,20.268,1.571,4.255,2.863,10.28,12.671,9.075,27.3,19.592,1.029,6.851,6.333,19.593,6.384,8.841,13.029,6.608,11.548,18.992,23.386,27.402,23.847,5.2,6.241,9.366,5.391,2.89,8.16,35.205,18.863,6.787,45.076,16.732,2.83,0.0,14.429,12.593,16.757,7.375,10.676,3.094,20.589,26.565,14.13,6.642,14.209,47.755,41.374,11.99
2012-11-13,10.264,22.878,1.59,4.037,2.873,5.51,13.126,10.549,28.454,25.656,1.073,6.747,6.487,8.029,5.376,5.83,13.61,8.339,8.81,20.467,23.818,22.313,23.955,5.534,6.43,9.935,6.157,6.055,15.556,32.899,16.27,7.159,45.063,35.703,2.528,0.001,6.984,9.247,24.345,6.558,9.371,3.253,13.363,20.243,15.195,6.82,6.988,47.259,25.224,18.651
2012-11-14,10.82,16.21,1.61,4.248,2.817,10.635,17.597,10.036,26.346,20.603,5.407,6.242,7.329,8.25,6.171,19.535,21.576,8.133,7.737,17.226,15.66,23.602,36.398,4.623,6.524,8.082,6.539,2.86,12.309,19.667,15.514,7.964,41.728,27.012,2.286,0.0,7.098,5.569,25.981,13.315,11.355,3.096,12.183,21.136,18.891,7.062,5.641,42.333,26.944,20.197
2012-11-15,9.808,5.109,1.582,4.657,2.844,10.847,14.452,9.612,28.056,25.896,6.762,6.962,5.176,11.327,6.19,8.826,14.886,8.287,6.107,21.178,24.374,21.493,24.51,5.262,10.957,5.639,7.472,3.254,6.222,31.759,15.832,5.911,42.035,22.86,2.224,0.0,6.147,7.563,22.265,11.058,9.797,2.954,12.67,23.083,10.398,6.292,4.725,41.595,35.755,16.075
2012-11-16,13.116,3.912,1.568,3.495,2.6,8.038,17.222,10.489,28.088,19.918,5.672,6.811,6.559,23.307,6.192,6.533,18.586,7.993,5.72,18.646,20.538,21.423,27.772,4.865,9.9,5.334,5.926,4.28,6.885,28.933,14.76,10.145,41.645,16.775,2.686,0.446,8.332,11.794,26.536,12.711,10.178,2.866,13.341,21.221,13.077,6.997,11.273,41.807,25.412,16.725
2012-11-17,9.77,3.972,1.682,4.669,2.749,7.707,21.747,8.875,27.209,14.045,5.404,7.143,8.352,17.406,6.323,6.789,16.095,6.603,7.408,21.005,17.467,19.644,29.319,4.465,8.087,5.167,5.57,3.119,16.634,19.967,14.039,6.05,40.998,33.665,2.724,0.0,7.533,11.175,18.628,10.491,13.982,3.043,14.671,28.76,15.799,5.591,7.459,27.266,22.48,22.014
2012-11-18,13.779,3.886,1.454,3.54,3.099,9.73,19.858,8.481,24.147,17.105,5.61,6.775,5.236,16.974,5.554,8.251,16.859,8.12,9.784,21.538,14.551,18.088,31.405,5.057,9.178,7.655,5.31,3.265,8.904,15.347,19.116,5.583,45.376,17.523,2.327,0.0,22.724,6.537,15.489,17.504,11.355,5.083,12.767,29.748,18.139,7.074,8.162,73.107,29.645,14.944
2012-11-19,10.147,3.891,0.0,4.825,3.521,10.507,17.844,11.614,25.011,15.764,7.576,4.84,6.411,25.004,6.574,7.325,18.005,8.036,8.684,18.985,24.469,17.029,28.348,5.76,6.216,10.713,4.942,4.151,22.391,27.72,22.396,6.554,44.154,15.74,3.199,0.0,18.01,14.152,18.733,8.247,12.827,10.768,20.566,26.774,22.883,6.773,5.314,78.735,25.836,16.135
2012-11-20,11.479,4.315,1.445,4.841,2.797,10.52,17.866,10.527,20.562,19.012,5.403,4.977,3.994,19.054,5.361,6.22,15.337,8.326,9.406,19.18,25.517,15.959,29.966,5.228,6.601,13.478,5.456,3.885,22.55,23.907,19.104,7.906,44.291,13.485,2.625,0.0,12.998,12.289,22.628,8.671,9.485,10.155,13.538,26.684,17.209,5.681,22.903,79.022,20.541,23.613
2012-11-21,10.637,4.013,1.496,3.891,2.623,4.556,22.294,7.809,27.843,15.743,5.607,4.501,7.018,14.372,6.184,6.49,13.927,8.993,8.377,18.924,22.965,19.949,26.868,4.555,7.479,10.277,5.925,2.691,9.187,20.172,19.302,9.203,56.98,40.494,2.231,0.0,6.283,6.386,24.177,7.937,11.093,10.616,16.032,41.176,20.873,7.037,13.007,80.357,20.164,18.239
2012-11-22,9.44,3.876,1.533,4.118,2.664,9.836,21.065,9.118,33.12,22.121,10.661,5.787,5.93,17.357,5.901,7.588,13.026,7.65,7.295,19.785,23.765,15.667,21.616,5.345,11.134,11.036,5.765,4.841,7.278,21.262,22.412,8.197,56.215,25.709,2.642,0.0,5.178,8.269,21.619,6.691,13.456,6.425,12.703,25.631,20.242,6.678,10.602,36.818,25.712,16.6
2012-11-23,10.051,7.073,2.149,3.241,3.099,11.06,0.287,10.0,31.806,19.839,5.263,5.164,5.623,18.978,5.782,8.503,16.153,7.918,9.983,17.928,18.318,20.414,37.903,4.838,9.397,9.505,5.719,3.044,7.906,31.052,18.563,7.776,55.373,31.138,2.497,0.0,5.21,12.988,22.169,6.258,9.039,2.892,9.929,23.592,17.193,6.814,16.801,47.466,24.612,17.18
2012-11-24,11.023,20.782,1.535,3.035,3.099,11.538,19.486,8.332,21.397,17.818,6.218,7.029,6.263,17.563,7.042,7.899,17.02,7.55,6.815,17.732,10.485,22.351,29.042,4.653,15.881,9.953,6.246,3.037,7.608,16.945,20.784,8.972,52.328,30.288,2.518,0.0,5.32,15.222,24.446,8.885,10.174,3.175,12.931,23.302,15.384,7.427,13.13,38.709,27.121,17.97
2012-11-25,10.545,14.595,1.362,4.398,2.636,11.686,19.086,8.203,24.971,22.164,5.172,5.591,5.873,27.124,5.171,5.47,15.981,8.679,7.568,18.42,11.713,11.296,22.309,5.532,15.526,8.43,5.465,3.712,8.963,21.489,21.954,6.007,53.962,32.116,2.688,0.0,5.306,5.716,15.864,8.975,12.103,3.325,9.177,20.257,19.892,6.668,6.203,47.575,23.462,13.77
2012-11-26,9.876,14.705,1.699,3.41,2.719,7.47,16.512,10.679,28.337,24.063,7.262,4.896,7.21,25.787,6.596,8.496,11.958,5.333,7.557,17.292,12.4,18.307,22.896,4.885,9.871,12.365,6.744,2.567,10.454,36.074,17.968,6.706,52.249,17.297,2.506,0.0,4.792,12.892,15.017,9.402,11.813,3.37,18.913,18.012,19.947,7.026,8.586,32.347,25.125,15.698
2012-11-27,10.978,16.949,1.907,2.853,2.527,4.85,11.336,10.749,23.895,20.955,6.042,4.663,6.285,14.01,5.2,5.145,12.677,8.245,7.556,23.147,15.023,14.983,25.722,5.308,11.209,14.202,5.34,2.506,19.446,37.363,19.112,9.394,54.974,26.341,2.214,0.909,3.076,8.632,72.581,8.857,14.725,3.079,17.52,15.998,10.75,7.172,11.082,37.158,24.942,20.98
2012-11-28,10.743,16.471,1.723,3.804,3.005,11.467,19.831,8.332,23.909,19.617,6.817,7.253,4.851,13.493,5.845,6.723,14.652,8.926,9.195,28.196,22.864,19.116,27.253,4.806,18.919,8.027,6.142,2.981,11.011,24.393,21.457,9.155,52.64,19.705,2.244,0.0,2.965,6.13,17.166,14.554,11.404,3.711,15.296,29.285,17.985,6.985,15.301,49.586,19.413,17.53
2012-11-29,10.771,14.751,2.115,3.621,2.841,9.024,27.248,9.408,29.881,20.736,11.014,4.655,6.348,19.478,6.091,6.993,13.897,8.114,7.307,38.422,24.728,16.041,20.288,4.829,18.43,7.858,5.643,3.843,7.657,22.941,21.862,8.564,53.469,34.583,2.613,0.0,6.947,9.575,19.328,6.402,12.494,3.344,18.744,20.6,19.586,7.196,7.086,44.173,19.064,10.707
2012-11-30,13.088,17.889,1.819,4.08,2.596,7.514,14.182,9.333,27.861,16.373,9.793,5.141,5.932,18.893,6.107,8.03,11.663,8.727,9.07,33.87,13.265,18.298,22.001,4.871,19.526,9.835,6.319,3.535,8.141,25.04,17.847,10.194,51.963,17.826,2.418,0.37,10.87,12.003,17.455,10.058,9.151,3.5,16.012,16.403,14.109,5.133,8.935,44.669,24.655,18.616
2012-12-01,12.783,12.095,1.621,3.863,2.709,12.774,20.175,9.658,31.833,28.081,9.141,7.252,7.304,16.769,7.371,5.674,13.201,8.686,6.986,30.886,23.913,21.172,19.061,5.949,18.571,9.155,5.778,4.175,10.534,23.0,15.453,7.899,55.413,30.292,2.584,0.0,9.105,11.173,21.843,7.179,17.39,3.09,13.388,16.892,11.446,2.939,5.422,46.578,17.314,11.766
2012-12-02,15.354,14.026,1.261,3.102,2.313,9.533,23.121,8.901,21.451,17.445,4.569,5.897,5.306,17.36,3.994,6.041,11.904,5.024,7.601,28.36,21.087,11.881,17.852,5.058,12.965,8.845,4.825,5.083,6.618,17.266,17.51,7.794,53.269,31.312,2.378,0.0,9.826,6.288,14.205,7.867,12.797,3.157,11.36,23.246,17.523,2.925,3.943,55.208,26.883,14.787
2012-12-03,10.167,19.16,1.4,3.868,3.362,10.854,21.841,10.554,25.743,25.094,1.178,5.103,7.332,28.325,3.35,6.881,13.023,4.171,9.026,19.381,24.321,17.427,34.816,5.692,7.516,12.509,6.249,2.779,14.404,39.075,21.361,10.652,53.243,16.007,3.199,0.0,15.764,13.007,14.429,9.302,11.787,4.637,21.672,35.271,19.318,2.908,3.806,55.505,24.571,12.451
2012-12-04,11.143,15.14,1.559,2.782,2.498,11.258,15.795,10.713,25.562,22.93,1.084,5.041,7.859,20.403,4.017,4.555,12.172,8.438,10.153,19.576,23.329,14.392,18.764,5.631,7.08,14.076,5.159,4.623,26.105,28.648,18.437,7.304,54.048,31.326,2.81,0.0,7.477,9.339,22.161,8.377,13.812,5.386,12.132,30.722,15.927,2.888,13.692,58.638,23.478,9.172
2012-12-05,11.714,15.186,1.405,3.315,2.912,9.525,13.634,7.821,31.279,17.735,1.087,5.383,6.867,25.895,3.072,6.589,14.967,8.884,7.978,22.518,24.739,15.288,40.75,3.863,16.274,9.377,6.516,2.752,11.364,26.455,21.45,9.782,54.101,33.881,2.672,0.0,9.506,8.891,17.388,7.526,10.141,9.329,15.613,46.149,26.428,2.84,7.792,57.846,29.883,17.761
2012-12-06,11.85,14.595,1.45,3.459,2.685,10.11,16.902,9.07,26.825,23.515,1.197,5.245,5.101,17.024,2.937,8.577,11.091,10.567,7.636,32.162,23.114,15.483,31.382,2.636,19.696,9.801,6.383,3.038,8.28,28.709,22.492,6.209,55.937,34.781,2.515,0.0,7.696,8.349,24.578,8.495,11.451,12.305,15.492,42.877,20.445,3.461,10.084,40.898,19.06,18.781
2012-12-07,13.248,18.422,1.687,4.273,3.005,11.833,9.014,10.029,27.857,17.391,1.078,5.318,5.304,27.161,1.579,5.736,11.149,8.637,8.944,28.08,23.22,18.791,40.602,4.468,20.626,8.16,5.493,4.486,7.301,13.428,22.041,6.045,60.936,53.364,2.717,0.0,7.152,10.855,18.753,13.342,10.763,12.428,8.837,52.607,21.717,6.597,13.239,60.604,26.761,12.416
2012-12-08,13.442,15.035,1.422,3.728,2.623,7.643,18.059,8.961,29.331,18.785,1.12,7.555,7.509,14.118,1.803,5.405,16.954,8.824,9.939,26.002,23.454,24.041,37.479,5.164,19.783,7.803,5.227,4.199,12.152,19.088,23.123,8.194,65.148,67.653,2.868,0.005,13.627,10.356,17.606,9.069,12.308,12.589,16.351,41.413,21.243,6.704,18.712,72.657,20.689,20.49
2012-12-09,11.355,17.264,1.445,3.319,2.75,10.133,12.487,8.12,26.899,19.802,1.015,6.324,6.136,15.388,2.654,6.939,16.497,11.53,7.079,28.013,24.778,12.902,42.733,1.6,14.63,6.635,5.685,3.692,17.845,15.59,30.477,7.275,62.315,58.202,2.26,0.0,10.625,8.214,17.125,8.567,12.968,12.962,9.818,39.61,20.964,6.543,7.717,85.415,23.649,13.341
2012-12-10,10.123,15.104,1.426,3.494,3.047,9.689,14.344,8.97,24.422,21.969,0.993,5.647,7.505,25.419,1.685,5.959,18.999,11.924,8.436,21.44,25.069,16.899,37.783,0.421,9.981,6.613,6.913,3.266,15.43,22.357,20.068,17.536,63.797,51.11,3.244,0.0,13.673,12.738,17.694,7.63,11.909,12.235,19.354,39.302,20.867,6.861,3.116,56.03,36.748,17.317
2012-12-11,12.859,15.24,1.574,3.17,2.665,10.612,12.689,9.92,27.742,18.677,4.081,5.13,5.971,11.168,3.065,6.095,17.299,8.536,9.602,26.539,25.364,24.535,48.216,0.946,6.97,12.923,5.503,3.459,22.486,37.28,26.384,18.128,61.704,52.364,2.68,0.012,10.498,8.607,21.681,7.54,11.069,11.115,13.987,44.758,19.126,6.581,3.124,43.251,22.732,19.217
2012-12-12,11.971,12.696,1.446,4.812,2.727,10.337,11.818,8.256,23.823,18.833,0.929,5.108,5.644,30.649,2.094,9.235,16.508,8.481,8.964,27.583,23.305,18.916,37.666,5.165,13.082,12.852,7.64,2.748,7.024,37.11,27.726,17.318,62.149,52.271,2.496,0.0,17.111,6.016,19.225,6.91,11.093,9.712,13.205,45.388,19.128,6.968,3.205,61.197,24.795,18.293
2012-12-13,10.922,14.203,1.621,3.615,2.77,11.141,14.623,10.17,25.768,19.42,0.935,4.76,5.567,15.805,2.165,7.869,15.525,7.164,8.604,34.99,23.785,14.382,51.591,3.557,22.005,8.954,5.39,3.105,8.89,20.319,21.231,15.696,61.791,52.646,2.578,0.009,8.547,14.362,21.215,8.99,11.35,12.64,18.858,55.417,23.008,6.49,29.318,50.98,23.875,14.251
2012-12-14,10.584,15.637,1.432,3.223,2.207,9.996,14.841,8.862,27.574,20.229,0.964,4.923,4.272,17.075,2.087,5.587,23.181,9.634,11.209,33.793,23.854,19.26,45.0,5.177,18.722,9.39,6.642,3.385,8.221,47.349,27.14,18.164,61.803,69.74,3.336,0.581,14.346,7.885,23.481,8.017,8.926,12.177,15.321,59.14,17.609,6.656,17.872,58.105,15.993,21.158
2012-12-15,14.257,15.349,1.523,3.999,3.08,4.641,18.08,8.43,29.939,24.741,0.97,6.552,7.605,20.409,3.597,6.524,21.789,6.479,8.221,23.335,27.207,22.926,50.477,4.906,21.845,10.587,6.067,3.715,8.13,25.174,24.77,17.126,62.375,48.377,2.897,0.0,7.376,11.232,17.394,8.501,16.293,12.173,14.865,66.48,28.79,6.622,31.22,58.942,8.531,21.345
2012-12-16,16.497,14.16,1.462,3.339,2.659,10.838,19.271,8.739,25.458,24.74,0.961,7.275,4.6,26.845,3.87,5.583,22.214,10.037,8.833,23.77,23.836,24.376,43.841,5.106,11.07,9.276,5.5,3.023,14.475,21.163,13.766,16.007,61.435,26.154,2.382,0.0,15.921,6.045,21.693,8.41,12.195,13.388,13.577,52.462,20.833,6.741,26.752,70.587,27.026,22.867
