DateTime,Meter 01,Meter 02,Meter 03,Meter 04,Meter 05,Meter 06,Meter 07,Meter 08,Meter 09,Meter 010
00:00.0,0.204,0.074,0.175,0.11,0.054,0.203,0.074,0.806,0.276,0.583
30:00.0,0.177,0.076,0.174,0.099,0.049,0.111,0.099,0.76,0.086,0.45
00:00.0,0.193,0.035,0.092,0.076,0.034,0.101,0.057,0.714,0.056,0.631
30:00.0,0.152,1.414,0.06,0.095,0,0.097,0.074,0.464,0.053,0.648
00:00.0,0.203,1.425,0.039,0.095,0,0.103,0.1,0.409,0.054,0.387
30:00.0,0.137,0.645,0.038,0.044,0.01,0.059,0.056,0.429,0.053,0.421
00:00.0,0.216,0.075,0.044,0.032,0.056,0.073,0.072,0.389,0.052,0.403
30:00.0,0.159,0.103,0.076,0.095,0.052,0.083,0.155,0.672,0.052,0.742
00:00.0,0.123,0.308,0.099,0.039,0.031,0.062,0.213,0.462,0.053,0.268
30:00.0,0.098,0.09,0.098,0.039,0,0.071,0.085,0.513,0.052,0.714
00:00.0,0.136,0.3,0.099,0.092,0,0.117,0.119,0.454,0.052,0.432
30:00.0,0.084,0.127,0.105,0.032,0.019,0.068,0.271,0.515,0.052,0.269
00:00.0,0.142,0.069,0.065,0.051,0.055,0.088,0.161,0.464,0.052,0.29
30:00.0,0.078,0.132,0.062,0.078,0.052,0.172,0.139,0.416,0.052,0.232
00:00.0,0.144,0.435,0.072,0.033,0.038,0.097,0.081,0.403,0.052,0.258
30:00.0,0.078,1.449,0.065,0.064,0,0.173,0.11,0.538,0.051,0.242
00:00.0,0.144,0.174,0.078,0.066,0,0.132,0.117,1.381,0.052,0.354
30:00.0,0.08,0.295,0.106,0.031,0.008,0.056,0.085,0.822,0.052,0.444
00:00.0,0.138,0.199,0.204,0.075,0.056,0.126,0.112,1.0319999,0.239,0.513
30:00.0,0.085,0.176,0.262,0.051,0.051,0.13,0.11,0.952,0.115,0.319
00:00.0,0.154,0.033,0.434,0.031,0.05,0.116,0.08,1.082,0.069,0.286
30:00.0,0.107,0.116,0.191,0.09,0.008,0.375,0.108,0.647,0.181,1.391
00:00.0,0.151,0.126,0.087,0.039,0,0.138,0.114,0.921,0.051,1.3940001
30:00.0,0.465,0.192,0.662,0.073,0,0.138,0.08,0.759,0.052,0.286
00:00.0,0.134,0.177,0.453,0.117,0.038,0.123,0.106,0.749,0.051,0.278
30:00.0,0.11,0.118,0.072,0.063,0.054,0.124,0.117,0.575,0.051,0.225
00:00.0,0.136,0.132,0.211,0.086,0.05,0.143,0.081,0.497,0.051,0.325
30:00.0,0.102,0.05,0.09,0.104,0.04,0.108,0.103,0.503,0.051,0.794
00:00.0,0.432,0.04,0.12,0.063,0,0.144,0.121,0.54,0.051,1.099
30:00.0,0.132,0.088,0.404,0.101,0,0.115,0.08,0.501,0.051,0.709
00:00.0,0.123,0.072,0.186,0.143,0,0.155,0.1,0.46,0.051,0.342
30:00.0,0.099,0.078,0.169,0.052,0.056,0.15,0.124,0.397,0.051,0.705
00:00.0,0.13,0.048,0.134,0.093,0.053,0.156,0.08,0.592,0.051,0.338
30:00.0,0.094,0.165,0.101,0.096,0.05,0.154,0.096,0.487,0.051,0.913
00:00.0,0.134,0.255,0.109,0.035,0.007,0.15,0.552,0.752,0.051,0.9
30:00.0,0.089,0.198,0.109,0.075,0,0.161,0.877,0.718,0.052,0.217
00:00.0,0.136,0.729,0.093,0.123,0,0.102,0.634,0.695,0.051,0.917
30:00.0,0.094,0.42,0.079,0.063,0.042,0.099,0.949,0.424,0.052,0.971
00:00.0,0.525,0.229,0.134,0.081,0.054,0.109,0.849,0.415,0.052,0.889
30:00.0,0.687,0.24,0.181,0.11,0.05,0.101,1.173,0.355,0.051,0.734
00:00.0,0.798,0.101,0.182,0.063,0.017,0.271,0.742,0.377,0.052,1.183
30:00.0,0.145,0.107,0.192,0.098,0,0.33,0.164,0.364,0.052,0.862
00:00.0,1.0829999,0.231,0.324,0.094,0,0.322,0.188,0.882,0.051,0.9
30:00.0,0.161,0.167,0.16,0.063,0.035,0.286,0.108,0.569,0.198,0.667
00:00.0,0.208,0.117,0.168,0.121,0.055,0.417,0.057,0.536,0.136,0.43
30:00.0,0.198,0.094,0.194,0.097,0.05,0.294,0.076,0.587,0.256,0.489
00:00.0,0.269,0.158,0.221,0.058,0.038,0.263,0.102,0.543,0.213,0.718
30:00.0,0.218,0.131,0.271,0.113,0,0.123,0.057,0.575,0.183,0.586
00:00.0,0.282,0.131,0.181,0.054,0,0.104,0.074,0.53,0.162,0.561
30:00.0,0.202,0.067,0.108,0.078,0.009,0.104,0.102,0.595,0.082,0.47
00:00.0,0.249,0.05,0.065,0.076,0.056,0.1,0.059,0.571,0.062,0.831
30:00.0,0.176,1.472,0.065,0.032,0.052,0.1,0.071,0.382,0.066,0.338
00:00.0,0.221,1.4299999,0.113,0.076,0.049,0.104,0.103,0.266,0.061,0.838
30:00.0,0.134,0.667,0.106,0.052,0.025,0.104,0.06,0.328,0.052,0.273
00:00.0,0.201,0.053,0.092,0.032,0,0.105,0.071,0.265,0.052,0.251
30:00.0,0.139,0.091,0.108,0.093,0,0.091,0.316,0.338,0.052,0.284
00:00.0,0.185,0.495,0.107,0.037,0.017,0.06,0.089,0.266,0.052,0.3
30:00.0,0.096,0.031,0.089,0.045,0.055,0.066,0.06,0.345,0.053,0.275
00:00.0,0.138,0.063,0.107,0.077,0.05,0.187,0.104,0.279,0.052,0.239
30:00.0,0.089,0.476,0.107,0.107,0.048,0.176,0.068,0.352,0.051,0.206
00:00.0,0.134,0.083,0.088,0.056,0.011,0.108,0.071,1.301,0.052,0.233
30:00.0,0.093,0.074,0.103,0.095,0,0.094,0.499,0.423,0.052,0.45
00:00.0,0.13,0.031,0.071,0.094,0,0.104,0.274,0.302,0.052,0.257
30:00.0,0.095,0.39,0.056,0.031,0.037,0.102,0.758,0.349,0.051,0.274
00:00.0,0.125,0.14,0.073,0.044,0.054,0.156,1.572,0.298,0.263,0.496
30:00.0,0.099,0.22,0.069,0.092,0.05,0.099,0.804,0.724,0.044,0.484
00:00.0,0.12,0.22,0.208,0.031,0.023,0.059,0.944,0.549,0.027,0.367
30:00.0,0.104,0.168,0.161,0.046,0,0.13,0.352,0.63,0.146,0.494
00:00.0,0.155,0.233,0.505,0.082,0,0.122,0.201,0.839,0.066,0.45
30:00.0,0.702,0.209,0.252,0.031,0.026,0.107,0.083,0.674,0.105,0.252
00:00.0,0.28,0.192,0.572,0.064,0.055,0.134,0.117,0.658,0.066,0.188
30:00.0,0.138,0.32,0.644,0.095,0.049,0.125,0.182,0.704,0.481,0.715
00:00.0,0.193,0.313,0.133,0.062,0.049,0.121,0.24,0.65,0.099,0.985
30:00.0,0.132,0.245,0.059,0.11,0.009,0.118,0.163,0.486,0.15,0.289
00:00.0,0.244,0.17,0.102,0.081,0,0.126,0.134,0.439,0.241,1.145
30:00.0,0.14,0.168,0.116,0.063,0,0.121,0.096,0.479,0.139,0.886
00:00.0,0.178,0.217,0.198,0.126,0.039,0.119,0.142,0.479,0.123,0.332
30:00.0,0.386,0.12,0.192,0.063,0.054,0.135,0.116,0.478,0.186,1.687
00:00.0,0.161,0.118,0.179,0.081,0.05,0.128,0.083,0.505,0.144,0.482
30:00.0,0.1,0.055,0.135,0.069,0.032,0.229,0.122,0.442,0.074,1.145
00:00.0,0.161,0.074,0.079,0.032,0,0.116,0.103,0.428,0.081,0.223
30:00.0,0.2,0.14,0.069,0.081,0,0.088,0.087,0.43,0.089,0.371
00:00.0,0.159,0.211,0.076,0.045,0.015,0.079,0.121,0.584,0.211,0.463
30:00.0,0.149,0.191,0.073,0.073,0.056,0.072,0.105,0.516,0.087,0.342
00:00.0,0.076,0.183,0.063,0.117,0.051,0.16,0.145,0.517,0.054,0.347
30:00.0,0.158,0.23,0.078,0.063,0.049,0.303,0.342,0.509,0.176,0.388
00:00.0,0.112,0.228,0.075,0.09,0.022,0.117,0.194,1.265,0.055,0.292
30:00.0,0.19,0.145,0.037,0.101,0,0.136,0.204,0.727,0.057,1.337
00:00.0,0.174,0.134,0.073,0.138,0,0.163,0.301,0.559,0.055,0.85
30:00.0,0.107,0.145,0.077,0.093,0.022,0.129,0.182,1.892,0.058,0.373
00:00.0,1.036,0.123,0.075,0.124,0.055,0.123,0.145,0.913,0.054,0.438
30:00.0,0.155,0.118,0.12,0.124,0.052,0.238,0.107,0.746,0.221,0.641
00:00.0,0.195,0.043,0.29,0.071,0.049,0.216,0.074,0.705,0.301,0.455
30:00.0,0.184,0.126,0.326,0.091,0.016,0.283,0.063,0.708,0.149,0.594
00:00.0,0.218,0.102,0.199,0.116,0,0.167,0.104,0.725,0.335,0.38
30:00.0,0.189,0.074,0.349,0.054,0,0.066,0.067,1.133,0.223,0.352
00:00.0,0.218,0.028,0.202,0.071,0.027,0.089,0.07,1.832,0.18,0.353
30:00.0,0.16,0.111,0.102,0.103,0.055,0.088,0.104,1.0779999,0.112,0.424
00:00.0,0.189,0.078,0.039,0.037,0.051,0.07,0.061,0.309,0.085,1.546
30:00.0,0.156,1.409,0.039,0.063,0.041,0.114,0.076,0.294,0.057,1.776
00:00.0,0.197,1.427,0.023,0.065,0,0.068,0.102,0.321,0.055,0.517
30:00.0,0.161,0.934,0.082,0.031,0,0.086,0.057,0.313,0.055,0.419
00:00.0,0.204,0.101,0.111,0.08,0.004,0.11,0.08,0.298,0.054,0.731
30:00.0,0.125,0.387,0.09,0.042,0.056,0.062,0.095,0.299,0.054,0.264
00:00.0,0.146,0.181,0.093,0.043,0.052,0.09,0.056,0.447,0.053,0.447
30:00.0,0.09,0.105,0.07,0.083,0.05,0.099,0.085,0.401,0.054,0.663
00:00.0,0.144,0.152,0.061,0.032,0.007,0.116,0.091,1.161,0.053,0.265
30:00.0,0.087,0.258,0.073,0.066,0,0.235,0.057,0.664,0.054,0.25
00:00.0,0.147,0.046,0.055,0.06,0,0.093,0.086,0.411,0.053,0.211
30:00.0,0.084,0.073,0.095,0.032,0.043,0.062,0.088,0.336,0.053,0.237
00:00.0,0.151,0.49,0.067,0.086,0.054,0.106,0.221,0.31,0.054,0.233
30:00.0,0.08,0.099,0.036,0.034,0.051,0.069,0.18,0.338,0.053,0.254
00:00.0,0.149,0.507,0.04,0.051,0.047,0.077,0.158,0.511,0.052,0.601
30:00.0,0.082,0.18,0.053,0.074,0,0.084,0.116,0.573,0.043,0.413
00:00.0,0.146,0.229,0.462,0.031,0,0.182,0.118,0.646,0.013,0.691
30:00.0,0.087,0.292,0.267,0.072,0,0.152,0.081,0.845,0.229,1.217
00:00.0,0.186,0.142,0.235,0.054,0.045,0.127,0.128,0.695,0.085,0.222
30:00.0,0.092,0.135,0.554,0.106,0.053,0.138,0.104,0.694,0.14,0.22
00:00.0,0.15,0.087,0.099,0.074,0.051,0.143,0.106,0.734,0.067,0.846
30:00.0,0.408,0.095,0.133,0.128,0.016,0.13,0.154,0.607,0.158,0.687
00:00.0,0.164,0.233,0.111,0.09,0,0.152,0.234,0.632,0.122,0.261
30:00.0,0.099,0.201,0.136,0.063,0,0.112,0.109,0.584,0.171,0.355
00:00.0,0.172,0.249,0.15,0.114,0.031,0.121,0.271,0.459,0.057,1.8329999
30:00.0,0.135,0.148,0.122,0.081,0.055,0.164,0.386,0.453,0.214,0.445
00:00.0,0.18,0.143,0.078,0.063,0.051,0.15,0.103,0.424,0.103,0.325
30:00.0,0.086,0.162,0.226,0.127,0.049,0.148,0.138,0.414,0.091,0.33
00:00.0,0.151,0.079,0.091,0.064,0.007,0.143,0.088,0.453,0.06,0.728
30:00.0,0.084,0.083,0.062,0.047,0,0.111,0.09,0.454,0.144,0.99
00:00.0,0.239,0.061,0.04,0.08,0,0.103,0.126,0.434,0.151,0.508
30:00.0,0.227,0.097,0.114,0.031,0.035,0.147,0.09,0.668,0.057,1.012
00:00.0,0.225,0.168,0.111,0.067,0.055,0.098,0.086,0.553,0.243,1.066
30:00.0,0.155,0.128,0.093,0.097,0.05,0.053,0.127,1.589,0.057,2.4349999
00:00.0,0.152,0.144,0.095,0.064,0.049,0.549,0.091,0.604,0.062,1.4630001
30:00.0,0.165,0.051,0.076,0.11,0.006,0.175,0.082,0.958,0.467,1.177
00:00.0,0.155,0.053,0.087,0.075,0,0.177,0.127,0.555,0.314,0.81
30:00.0,0.157,0.107,1.058,0.072,0,0.136,0.095,1.01,0.069,0.801
00:00.0,0.147,0.117,0.531,0.117,0.036,0.174,0.08,0.526,0.066,0.405
30:00.0,0.194,0.798,0.153,0.064,0.054,0.21,0.366,0.728,0.092,0.306
00:00.0,1.214,0.151,0.171,0.089,0.05,0.188,0.296,0.741,0.198,0.879
30:00.0,0.156,0.153,0.531,0.104,0.025,0.225,0.182,0.73,0.272,0.92
00:00.0,0.186,0.159,0.232,0.069,0,0.223,0.115,0.695,0.167,0.499
30:00.0,0.178,0.096,0.172,0.123,0,0.245,0.083,0.729,0.31,1.319
00:00.0,0.164,0.129,0.194,0.079,0.021,0.182,0.057,0.733,0.193,1.619
30:00.0,0.194,0.099,0.265,0.054,0.055,0.205,0.09,0.728,0.193,1.311
00:00.0,0.188,0.142,0.183,0.109,0.051,0.06,0.09,0.722,0.218,1.4220001
30:00.0,0.24,0.132,0.207,0.058,0.046,0.083,0.057,0.635,0.157,0.788
00:00.0,0.163,0.064,0.125,0.111,0.001,0.074,0.083,0.549,0.138,0.675
30:00.0,0.216,1.376,0.101,0.079,0,0.066,0.095,0.456,0.129,0.628
00:00.0,0.141,1.448,0.109,0.095,0,0.081,0.057,0.414,0.055,0.51
30:00.0,0.212,0.18,0.095,0.074,0.053,0.058,0.075,0.454,0.054,0.284
00:00.0,0.115,0.038,0.105,0.032,0.051,0.094,0.102,0.415,0.054,0.283
30:00.0,0.148,0.508,0.101,0.064,0.05,0.053,0.058,0.396,0.054,0.256
00:00.0,0.088,0.061,0.026,0.072,0.045,0.095,0.068,0.516,0.054,0.234
30:00.0,0.183,0.097,0.042,0.032,0,0.052,0.104,0.473,0.054,0.234
00:00.0,0.158,0.453,0.041,0.072,0,0.09,0.063,1.53,0.054,0.233
30:00.0,0.143,0.032,0.058,0.058,0,0.056,0.06,0.495,0.054,0.208
00:00.0,0.077,0.066,0.078,0.033,0.046,0.135,0.105,0.475,0.053,0.205
30:00.0,0.153,0.415,0.094,0.085,0.052,0.078,0.07,0.515,0.054,0.208
00:00.0,0.084,0.087,0.103,0.044,0.049,0.107,0.057,0.455,0.054,0.263
30:00.0,0.136,0.104,0.109,0.036,0.034,0.08,0.224,0.408,0.053,0.535
00:00.0,0.096,0.06,0.07,0.086,0,0.113,0.174,0.444,0.054,0.439
30:00.0,0.125,0.089,0.078,0.031,0,0.078,0.145,0.743,0.052,0.354
00:00.0,0.101,0.081,0.164,0.06,0.006,0.11,0.107,0.636,0.252,0.19
30:00.0,0.12,0.231,0.057,0.065,0.056,0.253,0.129,0.712,0.064,0.205
00:00.0,0.107,0.193,0.069,0.031,0.052,0.142,0.14,0.76,0.305,0.205
30:00.0,0.115,0.156,0.08,0.08,0.049,0.125,0.132,0.816,0.15,0.198
00:00.0,0.143,0.287,0.235,0.046,0.003,0.139,0.28,0.772,0.056,0.234
30:00.0,0.116,0.203,0.152,0.069,0,0.708,1.036,0.627,0.053,0.22
00:00.0,0.107,0.111,0.115,0.114,0,1.598,0.379,0.601,0.053,0.36
30:00.0,0.429,0.124,0.118,0.063,0.046,1.875,0.882,0.409,0.052,0.232
00:00.0,0.136,0.111,0.077,0.097,0.053,1.654,1.163,0.439,0.053,1.668
30:00.0,0.124,0.144,0.042,0.088,0.05,1.3609999,0.352,0.4,0.052,1.425
00:00.0,0.194,0.054,0.031,0.063,0.023,0.258,0.198,0.407,0.06,1.591
30:00.0,0.114,0.053,0.086,0.12,0,0.237,0.174,0.441,0.133,0.751
00:00.0,0.473,0.112,0.113,0.073,0,0.167,1.205,0.411,0.056,1.1390001
30:00.0,0.376,0.132,0.103,0.1,0.022,0.153,0.262,0.395,0.132,1.1210001
00:00.0,0.148,0.147,0.097,0.084,0.055,0.115,0.427,0.441,0.208,1.425
30:00.0,0.091,0.037,0.108,0.094,0.051,0.106,1.041,0.47,0.117,0.898
00:00.0,0.141,0.063,0.091,0.067,0.049,0.268,0.77,0.525,0.054,0.389
30:00.0,0.109,0.084,0.055,0.354,0.007,0.15,0.696,0.36,0.121,0.588
00:00.0,0.141,0.218,0.058,0.247,0,0.157,0.31,0.466,0.076,0.391
30:00.0,0.134,0.223,0.134,0.27,0,0.179,0.395,1.344,0.084,1.415
00:00.0,0.174,0.516,0.147,0.909,0.039,0.148,0.335,0.607,0.056,0.458
30:00.0,0.163,0.205,0.265,0.22,0.054,0.152,0.315,0.489,0.056,0.439
00:00.0,0.19,0.241,0.329,0.131,0.05,0.153,0.241,0.482,0.057,0.271
30:00.0,0.137,0.216,0.455,0.157,0.046,0.279,0.373,0.771,0.187,0.269
00:00.0,0.899,0.206,0.195,0.166,0.001,0.213,0.319,0.744,0.474,0.221
30:00.0,0.163,0.216,0.177,0.169,0,0.286,0.182,0.78,0.141,0.64
00:00.0,0.192,0.161,0.204,0.229,0,0.334,0.117,0.739,0.242,0.45
30:00.0,0.163,0.133,0.192,0.188,0.047,0.319,0.084,0.764,0.137,0.249
00:00.0,0.192,0.102,0.194,0.347,0.053,0.325,0.095,0.737,0.191,0.25
30:00.0,0.183,0.107,0.325,0.18,0.051,0.326,0.101,0.741,0.171,0.369
00:00.0,0.209,0.08,0.189,0.129,0.024,0.217,0.072,0.787,0.148,0.405
30:00.0,0.185,0.101,0.163,0.147,0,0.105,0.057,0.599,0.088,0.406
00:00.0,0.179,0.042,0.117,0.031,0,0.052,0.089,0.598,0.084,0.407
30:00.0,0.157,1.364,0.104,0.072,0.021,0.078,0.101,0.568,0.058,0.389
00:00.0,0.18,1.474,0.097,0.054,0.056,0.071,0.076,0.412,0.037,0.479
30:00.0,0.13,0.389,0.11,0.035,0.051,0.066,0.057,0.394,0.014,0.466
00:00.0,0.133,0.079,0.097,0.091,0.049,0.076,0.084,0.412,0.014,0.306
30:00.0,0.097,0.415,0.03,0.031,0.01,0.069,0.15,0.396,0.014,0.298
00:00.0,0.128,0.077,0.064,0.059,0,0.072,0.343,0.471,0.013,0.288
30:00.0,0.09,0.093,0.07,0.059,0,0.066,0.061,0.37,0.062,0.209
00:00.0,0.132,0.374,0.065,0.032,0.032,0.081,0.072,0.335,0.06,0.223
30:00.0,0.087,0.032,0.076,0.105,0.053,0.09,0.217,0.391,0.072,0.229
00:00.0,0.137,0.092,0.091,0.096,0.05,0.097,0.265,1.227,0.058,0.203
30:00.0,0.081,0.401,0.075,0.091,0.036,0.065,0.229,0.554,0.068,0.22
00:00.0,0.141,0.074,0.058,0.095,0,0.077,0.164,0.393,0.057,0.219
30:00.0,0.075,0.102,0.062,0.051,0,0.068,0.128,0.322,0.053,0.245
00:00.0,0.143,0.632,0.077,0.031,0.006,0.107,0.122,0.53,0.054,0.228
30:00.0,0.08,0.334,0.058,0.081,0.056,0.104,0.08,0.568,0.054,0.27
00:00.0,0.136,0.231,0.164,0.052,0.052,0.136,0.092,0.529,0.053,0.217
30:00.0,0.129,0.197,0.185,0.521,0.045,0.105,0.178,0.801,0.053,0.191
00:00.0,0.131,0.155,0.257,0.3,0,0.138,0.127,0.839,0.232,0.307
30:00.0,0.504,0.154,0.406,0.229,0,0.147,0.084,0.957,0.054,0.659
00:00.0,0.141,0.119,0.541,0.502,0,0.152,0.082,0.587,0.316,1.762
30:00.0,0.103,0.095,0.267,0.308,0.053,0.183,0.127,1.118,0.116,0.215
00:00.0,0.112,0.206,0.143,0.344,0.053,0.146,0.125,0.493,0.188,0.197
30:00.0,0.127,0.152,0.098,0.316,0.05,0.149,0.084,0.366,0.053,0.22
00:00.0,0.126,0.105,0.243,0.232,0.002,0.152,0.082,0.277,0.054,0.215
30:00.0,0.149,0.092,0.076,0.363,0,0.175,0.126,0.316,0.055,0.739
00:00.0,0.111,0.033,0.161,0.111,0,0.141,0.131,0.339,0.626,0.477
30:00.0,0.144,0.076,0.178,0.409,0.05,0.145,0.093,0.28,0.238,1.709
00:00.0,0.08,0.087,0.179,0.427,0.053,0.144,0.081,0.323,0.399,1.265
30:00.0,0.431,0.096,0.138,0.213,0.05,0.144,0.128,0.319,0.43,1.112
00:00.0,0.091,0.09,0.117,0.258,0.034,0.148,0.134,0.278,0.33,1.036
30:00.0,0.156,0.209,0.099,0.104,0,0.153,0.091,0.353,0.184,0.338
00:00.0,0.084,0.262,0.075,0.171,0,0.139,0.832,0.303,0.078,0.371
30:00.0,0.18,0.266,0.099,0.149,0.007,0.094,1.006,0.284,0.129,0.479
00:00.0,0.138,0.513,0.118,0.157,0.056,0.102,0.568,0.353,0.198,0.398
30:00.0,0.222,0.766,0.112,0.248,0.051,0.104,0.319,1.112,0.07,1.447
00:00.0,0.184,0.521,0.101,0.149,0.05,0.119,0.182,0.496,0.054,1.321
30:00.0,0.154,0.194,0.377,0.16,0.003,0.164,0.198,0.335,0.179,0.556
00:00.0,0.09,0.191,0.844,0.166,0,0.174,0.204,0.28,0.213,1.684
30:00.0,0.783,0.154,0.109,0.166,0,0.176,0.183,0.532,0.188,2.3959999
00:00.0,0.445,0.142,0.083,0.214,0.047,0.198,0.192,0.507,0.205,0.741
30:00.0,0.179,0.131,0.167,0.232,0.053,0.273,0.105,0.547,0.188,0.408
00:00.0,0.213,0.149,0.369,0.191,0.051,1.473,0.074,0.727,0.394,0.454
30:00.0,0.23,0.176,0.229,0.183,0.012,0.536,0.058,0.559,0.338,1.148
00:00.0,0.211,0.126,0.227,0.31,0,0.213,0.089,0.562,0.339,0.738
30:00.0,0.239,0.13,0.308,0.154,0,0.168,0.101,0.72,0.236,2.0380001
00:00.0,0.209,0.111,0.174,0.173,0.038,0.175,0.069,0.563,0.112,0.973
30:00.0,0.235,0.17,0.088,0.098,0.054,0.155,0.058,0.376,0.091,0.727
00:00.0,0.171,0.164,0.106,0.046,0.051,0.102,0.094,0.383,0.056,0.803
30:00.0,0.226,1.464,0.106,0.081,0.018,0.095,0.101,0.297,0.056,0.456
00:00.0,0.158,1.38,0.088,0.032,0,0.096,0.062,0.406,0.056,0.254
30:00.0,0.15,1.036,0.105,0.075,0,0.078,0.058,0.429,0.055,0.269
00:00.0,0.08,0.116,0.103,0.049,0.03,0.057,0.099,0.37,0.056,0.228
30:00.0,0.137,0.384,0.042,0.042,0.055,0.053,0.153,0.411,0.055,0.206
00:00.0,0.088,0.074,0.042,0.083,0.051,0.077,0.323,0.429,0.055,0.234
30:00.0,0.125,0.038,0.025,0.032,0.046,0.078,0.075,0.369,0.056,0.216
00:00.0,0.1,0.413,0.071,0.07,0.001,0.299,0.101,0.41,0.055,0.228
30:00.0,0.114,0.067,0.079,0.055,0,0.09,0.076,1.368,0.055,0.247
00:00.0,0.11,0.052,0.098,0.033,0,0.073,0.07,0.47,0.054,0.235
30:00.0,0.101,0.34,0.109,0.091,0.046,0.099,0.321,0.421,0.055,0.195
00:00.0,0.122,0.08,0.083,0.031,0.054,0.065,0.145,0.412,0.054,0.196
30:00.0,0.09,0.106,0.073,0.059,0.05,0.087,0.098,0.372,0.054,0.211
00:00.0,0.134,0.404,0.059,0.058,0.015,0.109,0.094,0.477,0.08,0.793
30:00.0,0.079,0.111,0.183,0.031,0,0.076,0.132,0.586,0.275,1.4450001
00:00.0,0.138,0.34,0.163,0.089,0,0.102,0.138,0.659,0.141,0.261
30:00.0,0.08,0.227,0.102,0.326,0.028,0.144,0.097,0.632,0.086,0.239
00:00.0,0.17,0.256,0.107,0.214,0.054,0.103,0.085,0.593,0.049,0.209
30:00.0,0.095,0.219,0.081,0.15,0.051,0.059,0.285,0.724,0.036,0.183
00:00.0,0.448,0.258,0.073,0.079,0.042,0.069,0.219,0.704,0.037,0.21
30:00.0,0.136,0.347,0.04,0.233,0,0.095,0.14,0.62,0.039,0.408
00:00.0,0.08,0.241,0.032,0.127,0,0.132,0.202,0.884,0.035,0.216
30:00.0,0.147,0.185,0.075,0.193,0,0.129,0.126,0.914,0.039,0.196
00:00.0,0.093,0.08,0.106,0.101,0.052,0.127,0.125,0.458,0.014,0.201
30:00.0,0.171,0.104,0.116,0.719,0.052,0.123,0.092,0.513,0.008,0.18
00:00.0,0.105,0.082,0.155,0.124,0.05,0.097,0.082,0.599,0.009,1.079
30:00.0,0.693,0.054,0.139,0.143,0.025,0.095,0.125,0.83,0.015,1.549
00:00.0,0.35,0.135,0.09,0.15,0,0.103,0.128,0.567,0.149,1.872
30:00.0,0.095,0.14,0.11,0.114,0,0.096,0.09,0.518,0.03,0.434
00:00.0,0.164,0.155,0.119,0.138,0.017,0.096,0.082,0.486,0.009,0.564
30:00.0,0.096,0.065,0.126,0.198,0.055,0.103,0.135,0.688,0.027,0.416
00:00.0,0.139,0.034,0.156,0.172,0.052,0.096,0.496,0.634,0.064,0.262
30:00.0,0.086,0.106,0.143,0.159,0.032,0.062,0.576,1.465,0.009,0.211
00:00.0,0.208,0.082,0.086,0.145,0,0.296,0.545,0.518,0.122,0.218
30:00.0,0.13,0.08,0.122,0.254,0,0.3,0.343,0.492,0.011,0.588
00:00.0,0.124,0.118,0.064,0.113,0.016,0.172,0.196,0.499,0.016,2.3329999
30:00.0,0.116,0.215,0.069,0.179,0.056,0.177,0.167,0.572,0.021,1.199
00:00.0,0.112,0.22,0.09,0.129,0.051,0.169,0.25,0.552,0.108,0.375
30:00.0,0.112,0.207,0.099,0.171,0.038,0.154,0.208,0.718,0.014,0.361
00:00.0,0.965,0.171,0.075,0.156,0,0.138,0.198,0.779,0.038,0.448
30:00.0,0.168,0.207,0.287,0.196,0,0.149,0.074,0.736,0.12,0.418
00:00.0,0.182,0.203,0.549,0.203,0.013,0.228,0.082,0.681,0.288,0.717
30:00.0,0.16,0.162,0.25,0.303,0.055,0.243,0.103,0.761,0.09,1.818
00:00.0,0.184,0.107,0.623,0.189,0.052,0.12,0.08,0.673,0.143,0.567
30:00.0,0.156,0.219,0.265,0.193,0.038,0.06,0.057,0.607,0.354,0.76
00:00.0,0.203,0.316,0.169,0.167,0,0.099,0.088,0.496,0.253,0.646
30:00.0,0.172,0.128,0.108,0.134,0,0.065,0.102,0.327,0.068,1.263
00:00.0,0.213,0.116,0.079,0.099,0.014,0.063,0.072,0.261,0.009,1.2180001
30:00.0,0.146,1.427,0.107,0.067,0.056,0.098,0.057,0.333,0.009,0.737
00:00.0,0.206,1.4529999,0.107,0.097,0.052,0.094,0.094,0.265,0.009,1.278
30:00.0,0.128,0.685,0.083,0.088,0.049,0.056,0.101,0.335,0.009,0.43
00:00.0,0.153,0.103,0.073,0.032,0.015,0.067,0.064,0.268,0.008,0.266
30:00.0,0.077,0.399,0.071,0.074,0,0.118,0.103,0.311,0.009,0.271
00:00.0,0.144,0.051,0.028,0.055,0,0.239,0.28,0.271,0.009,0.579
30:00.0,0.082,0.114,0.047,0.041,0.033,0.115,0.1,1.387,0.008,0.409
00:00.0,0.138,0.381,0.079,0.086,0.055,0.126,0.06,0.268,0.012,0.256
30:00.0,0.087,0.107,0.101,0.031,0.05,0.134,0.057,0.316,0.009,0.232
00:00.0,0.131,0.046,0.107,0.071,0.025,0.109,0.103,0.348,0.009,0.24
30:00.0,0.093,0.403,0.065,0.056,0,0.094,0.219,0.406,0.028,0.238
00:00.0,0.125,0.111,0.058,0.035,0,0.125,0.204,0.349,0.379,0.235
30:00.0,0.098,0.031,0.029,0.088,0.024,0.134,0.118,0.405,0.275,0.233
00:00.0,0.12,0.103,0.059,0.031,0.055,0.229,0.147,0.37,0.046,0.248
30:00.0,0.104,0.071,0.077,0.072,0.051,0.176,0.135,0.79,0,0.29
